Rua:  ; Origem: 251119059 ; Destino: 1102571559 ; Oneway: True ; Highway: motorway_link
Rua: Rua da Dinamarca (3) ; Origem: 1138177201 ; Destino: 7174870202 ; Oneway: False ; Highway: residential
Rua: Rua da Grécia ; Origem: 1138177201 ; Destino: 1175542415 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (4) ; Origem: 1138177201 ; Destino: 1138177171 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (5) ; Origem: 1138177212 ; Destino: 1138177225 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (6) ; Origem: 1138177212 ; Destino: 7174870202 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1138177212 ; Destino: 10567820392 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (7) ; Origem: 1138177225 ; Destino: 1138177212 ; Oneway: False ; Highway: residential
Rua: Estrada de Gil Vaz ; Origem: 1138177225 ; Destino: 1601401476 ; Oneway: False ; Highway: residential
Rua: Rua da França (10) ; Origem: 1138177225 ; Destino: 1239027851 ; Oneway: False ; Highway: residential
Rua: Rua de Portugal (7) ; Origem: 1138177257 ; Destino: 1138177139 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1138177257 ; Destino: 10760219840 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1138177257 ; Destino: 1601401476 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1138783098 ; Destino: 1138783221 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783098 ; Destino: 1137803498 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783098 ; Destino: 1138788427 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783112 ; Destino: 1138783221 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783112 ; Destino: 1113822453 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1138783221 ; Destino: 1138783112 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783221 ; Destino: 1138783098 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138783221 ; Destino: 1138788427 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138788427 ; Destino: 1138783221 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1138788427 ; Destino: 1138783098 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1175542177 ; Destino: 1175542213 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542187 ; Destino: 1175543792 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542187 ; Destino: 1175542647 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542199 ; Destino: 1175542692 ; Oneway: True ; Highway: residential
Rua: Rua do Património ; Origem: 1175542199 ; Destino: 1756491453 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1175542213 ; Destino: 1175543801 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542213 ; Destino: 1520186652 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542228 ; Destino: 1175543212 ; Oneway: True ; Highway: primary
Rua: Antiga Estrada N.4 ; Origem: 1175542228 ; Destino: 10719705677 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542257 ; Destino: 562907820 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542257 ; Destino: 1239027530 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (2) ; Origem: 1175542269 ; Destino: 1175542981 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542284 ; Destino: 1520186704 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542284 ; Destino: 1175542177 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542304 ; Destino: 1175542821 ; Oneway: True ; Highway: residential
Rua: Rua Padre Francisco Peralta ; Origem: 1175542304 ; Destino: 3545070165 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1175542309 ; Destino: 1175542309 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542309 ; Destino: 1175542692 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (3) ; Origem: 1175542316 ; Destino: 1175542829 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542344 ; Destino: 1175543099 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542344 ; Destino: 1177916598 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542357 ; Destino: 1175542228 ; Oneway: True ; Highway: primary
Rua: Rua da Grécia (2) ; Origem: 1175542415 ; Destino: 1138177201 ; Oneway: False ; Highway: residential
Rua: Rua de Espanha ; Origem: 1175542415 ; Destino: 1239027462 ; Oneway: False ; Highway: residential
Rua: Rua de Itália (2) ; Origem: 1175542415 ; Destino: 1239026929 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (4) ; Origem: 1175542422 ; Destino: 1175542269 ; Oneway: True ; Highway: primary
Rua: Rua João Franco do Vale (5) ; Origem: 1175542422 ; Destino: 1043570067 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (5) ; Origem: 1175542449 ; Destino: 1175543452 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542449 ; Destino: 1175543347 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542480 ; Destino: 2392845359 ; Oneway: True ; Highway: primary
Rua: Avenida do Dia de Portugal - 10 de Junho de 2013 ; Origem: 1175542480 ; Destino: 1175543736 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (6) ; Origem: 1175542493 ; Destino: 1756358855 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (7) ; Origem: 1175542493 ; Destino: 1175542316 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542499 ; Destino: 4376650426 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542499 ; Destino: 2402220921 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542517 ; Destino: 1175543566 ; Oneway: True ; Highway: residential
Rua: Avenida das Forças Armadas ; Origem: 1175542517 ; Destino: 1176961520 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel ; Origem: 1175542522 ; Destino: 1177090291 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manue ; Origem: 1175542522 ; Destino: 1177089357 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542564 ; Destino: 1175542499 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542610 ; Destino: 1175543932 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542610 ; Destino: 1520186722 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542642 ; Destino: 1175542304 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (2) ; Origem: 1175542646 ; Destino: 1175542522 ; Oneway: True ; Highway: residential
Rua: Estrada da Carvalha ; Origem: 1175542646 ; Destino: 1177916706 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542647 ; Destino: 1175543103 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542692 ; Destino: 1175542720 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542692 ; Destino: 1175542309 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (8) ; Origem: 1175542698 ; Destino: 562911107 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (9) ; Origem: 1175542698 ; Destino: 1177090287 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542720 ; Destino: 1175542642 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542720 ; Destino: 1175542768 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542721 ; Destino: 1175543891 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542721 ; Destino: 1177089099 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542768 ; Destino: 11778490891 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1175542768 ; Destino: 1175542642 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175542821 ; Destino: 1175542199 ; Oneway: True ; Highway: residential
Rua: Rua Mariana Martins ; Origem: 1175542821 ; Destino: 1756491328 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (10) ; Origem: 1175542829 ; Destino: 9668484145 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175542829 ; Destino: 1177090025 ; Oneway: True ; Highway: secondary
Rua: Avenida de Badajoz (11) ; Origem: 1175542981 ; Destino: 1175543736 ; Oneway: True ; Highway: primary
Rua: Avenida do Dia de Portugal - 10 de Junho de 2013 (2) ; Origem: 1175542981 ; Destino: 2392845359 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543002 ; Destino: 1175543605 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (12) ; Origem: 1175543002 ; Destino: 1175543318 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543008 ; Destino: 1502187981 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543008 ; Destino: 1502187960 ; Oneway: True ; Highway: unclassified
Rua:  ; Origem: 1175543099 ; Destino: 1175542721 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543103 ; Destino: 1175542357 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543103 ; Destino: 1737123870 ; Oneway: True ; Highway: primary
Rua: Rossio do Meio ; Origem: 1175543125 ; Destino: 1175543538 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543125 ; Destino: 1175543144 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543144 ; Destino: 1175542480 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543212 ; Destino: 1175543846 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (13) ; Origem: 1175543318 ; Destino: 1175543553 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543347 ; Destino: 1175543452 ; Oneway: True ; Highway: residential
Rua: Viaduto entrada da cidade de Elvas (2) ; Origem: 1175543347 ; Destino: 304935688 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1175543448 ; Destino: 8952766176 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543448 ; Destino: 10693969471 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (14) ; Origem: 1175543452 ; Destino: 1175542493 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543516 ; Destino: 1175542344 ; Oneway: True ; Highway: residential
Rua: Rossio do Meio (2) ; Origem: 1175543538 ; Destino: 1737123819 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543538 ; Destino: 2402220847 ; Oneway: True ; Highway: residential
Rua: Avenida de Badajoz (15) ; Origem: 1175543553 ; Destino: 1175543577 ; Oneway: True ; Highway: primary
Rua: Avenida de Badajoz (16) ; Origem: 1175543553 ; Destino: 562911107 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543566 ; Destino: 1175542517 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543566 ; Destino: 1756358880 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (17) ; Origem: 1175543577 ; Destino: 1175542422 ; Oneway: True ; Highway: primary
Rua: Avenida Dom Sancho Manuel (3) ; Origem: 1175543581 ; Destino: 9669285850 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543605 ; Destino: 562907846 ; Oneway: True ; Highway: primary
Rua: Rua Mariana Martins (2) ; Origem: 1175543605 ; Destino: 8439705675 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543671 ; Destino: 1175543516 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543671 ; Destino: 1177090043 ; Oneway: True ; Highway: residential
Rua: Avenida de Badajoz (18) ; Origem: 1175543736 ; Destino: 1175543002 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543764 ; Destino: 9668513832 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543764 ; Destino: 2402220970 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1175543792 ; Destino: 1175542257 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543799 ; Destino: 1175542564 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543799 ; Destino: 304956872 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543801 ; Destino: 1175542610 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543846 ; Destino: 1175542647 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543846 ; Destino: 1175543792 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1175543891 ; Destino: 1175543671 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (4) ; Origem: 1175543895 ; Destino: 1175542646 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1175543932 ; Destino: 1175542284 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1176960927 ; Destino: 1176961622 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176960927 ; Destino: 1176961776 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176960927 ; Destino: 1176961518 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961033 ; Destino: 1176961757 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961033 ; Destino: 1176961622 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961033 ; Destino: 1756480508 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961124 ; Destino: 1177916343 ; Oneway: False ; Highway: residential
Rua: Rua João Franco do Vale (6) ; Origem: 1176961124 ; Destino: 1043570067 ; Oneway: False ; Highway: primary
Rua: Rua João Franco do Vale (7) ; Origem: 1176961124 ; Destino: 1043570112 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961144 ; Destino: 1176961538 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1176961144 ; Destino: 1756480635 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961234 ; Destino: 1958641387 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 1176961234 ; Destino: 1756358881 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961234 ; Destino: 6957689722 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961309 ; Destino: 1176961757 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961309 ; Destino: 1176961664 ; Oneway: False ; Highway: residential
Rua: Rua António Vitorino D´Almeida (Maestro) ; Origem: 1176961309 ; Destino: 1176961622 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961362 ; Destino: 3545045723 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961518 ; Destino: 1176960927 ; Oneway: False ; Highway: residential
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (3) ; Origem: 1176961518 ; Destino: 1176961664 ; Oneway: False ; Highway: primary
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (4) ; Origem: 1176961518 ; Destino: 1827620604 ; Oneway: False ; Highway: primary
Rua: Rua João Franco do Vale (8) ; Origem: 1176961520 ; Destino: 1177916795 ; Oneway: False ; Highway: primary
Rua: Avenida das Forças Armadas (2) ; Origem: 1176961520 ; Destino: 1175542517 ; Oneway: False ; Highway: residential
Rua: Rua João Franco do Vale (9) ; Origem: 1176961520 ; Destino: 1176961714 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961538 ; Destino: 1176961757 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961538 ; Destino: 1176961144 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1176961622 ; Destino: 1176960927 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961622 ; Destino: 1176961033 ; Oneway: False ; Highway: residential
Rua: Rua António Vitorino D´Almeida (Maestro) (2) ; Origem: 1176961622 ; Destino: 1176961309 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961664 ; Destino: 1176961309 ; Oneway: False ; Highway: residential
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (5) ; Origem: 1176961664 ; Destino: 1043570121 ; Oneway: False ; Highway: primary
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (6) ; Origem: 1176961664 ; Destino: 1176961518 ; Oneway: False ; Highway: primary
Rua: Rua Padre Manuel Coelho ; Origem: 1176961714 ; Destino: 1177089167 ; Oneway: False ; Highway: residential
Rua: Rua João Franco do Vale (10) ; Origem: 1176961714 ; Destino: 1043570112 ; Oneway: False ; Highway: primary
Rua: Rua João Franco do Vale (11) ; Origem: 1176961714 ; Destino: 1176961520 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961757 ; Destino: 1176961309 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961757 ; Destino: 1176961033 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961757 ; Destino: 1176961538 ; Oneway: False ; Highway: residential
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (7) ; Origem: 1176961776 ; Destino: 1827620604 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961776 ; Destino: 1176960927 ; Oneway: False ; Highway: residential
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (8) ; Origem: 1176961776 ; Destino: 1756358881 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961880 ; Destino: 1756480508 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1176961890 ; Destino: 1601401308 ; Oneway: False ; Highway: primary
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (9) ; Origem: 1176961890 ; Destino: 1043570121 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1176961890 ; Destino: 9233093036 ; Oneway: False ; Highway: residential
Rua: Avenida Nuno Álvares Pereira ; Origem: 1177088984 ; Destino: 1177090043 ; Oneway: False ; Highway: residential
Rua: Avenida Nuno Álvares Pereira (2) ; Origem: 1177088984 ; Destino: 1177089184 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177088984 ; Destino: 1177916508 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177088984 ; Destino: 1177089029 ; Oneway: False ; Highway: residential
Rua: Rua de Gil Fernandes (2) ; Origem: 1177089024 ; Destino: 1177089096 ; Oneway: False ; Highway: residential
Rua: Avenida Conde de Cantanhede ; Origem: 1177089024 ; Destino: 1177089970 ; Oneway: False ; Highway: residential
Rua: Rua de Gil Fernandes (3) ; Origem: 1177089024 ; Destino: 1043570112 ; Oneway: False ; Highway: residential
Rua: Avenida Conde de Cantanhede (2) ; Origem: 1177089024 ; Destino: 1177916343 ; Oneway: False ; Highway: residential
Rua: Avenida Infante Dom Henrique ; Origem: 1177089029 ; Destino: 10537819294 ; Oneway: False ; Highway: residential
Rua: Rua Afonso Furtado Mendonza ; Origem: 1177089029 ; Destino: 1177089499 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089029 ; Destino: 1177088984 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque ; Origem: 1177089054 ; Destino: 1177089268 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (2) ; Origem: 1177089054 ; Destino: 1177089167 ; Oneway: False ; Highway: residential
Rua: Avenida Conde de Cantanhede (3) ; Origem: 1177089054 ; Destino: 1177089970 ; Oneway: False ; Highway: residential
Rua: Rua de Gil Fernandes (4) ; Origem: 1177089096 ; Destino: 1177089024 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (3) ; Origem: 1177089096 ; Destino: 1177090019 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (4) ; Origem: 1177089096 ; Destino: 1177089268 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089096 ; Destino: 1177089499 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (5) ; Origem: 1177089099 ; Destino: 1177089167 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089099 ; Destino: 1175543891 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1177089102 ; Destino: 1177090026 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089102 ; Destino: 1177090026 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089102 ; Destino: 1177089755 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089165 ; Destino: 10752707764 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089165 ; Destino: 1043570129 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (6) ; Origem: 1177089167 ; Destino: 1177089054 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (7) ; Origem: 1177089167 ; Destino: 1177089099 ; Oneway: False ; Highway: residential
Rua: Rua Padre Manuel Coelho (2) ; Origem: 1177089167 ; Destino: 1176961714 ; Oneway: False ; Highway: residential
Rua: Avenida Nuno Álvares Pereira (3) ; Origem: 1177089184 ; Destino: 1177088984 ; Oneway: False ; Highway: residential
Rua: Avenida Nuno Álvares Pereira (4) ; Origem: 1177089184 ; Destino: 10315426055 ; Oneway: True ; Highway: residential
Rua: Rua André de Albuquerque (8) ; Origem: 1177089268 ; Destino: 1177089096 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (9) ; Origem: 1177089268 ; Destino: 1177089054 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089268 ; Destino: 1177089970 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (5) ; Origem: 1177089357 ; Destino: 1177090069 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manue (2) ; Origem: 1177089357 ; Destino: 1177090291 ; Oneway: True ; Highway: residential
Rua: Estada de Santa Rita ; Origem: 1177089396 ; Destino: 1177090300 ; Oneway: False ; Highway: secondary
Rua: Rua de Santa Ana ; Origem: 1177089396 ; Destino: 1177090300 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (2) ; Origem: 1177089396 ; Destino: 1756358982 ; Oneway: False ; Highway: secondary
Rua: Rua André de Albuquerque (10) ; Origem: 1177089457 ; Destino: 10700205752 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (6) ; Origem: 1177089457 ; Destino: 10700205762 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (7) ; Origem: 1177089457 ; Destino: 6968853972 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089493 ; Destino: 4949922299 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (8) ; Origem: 1177089493 ; Destino: 1177916186 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089499 ; Destino: 1177089096 ; Oneway: False ; Highway: residential
Rua: Rua Afonso Furtado Mendonza (2) ; Origem: 1177089499 ; Destino: 1177089029 ; Oneway: False ; Highway: residential
Rua: Rua Afonso Furtado Mendonza (3) ; Origem: 1177089499 ; Destino: 1177090019 ; Oneway: False ; Highway: residential
Rua: Rua Ruy Texeira Guerra ; Origem: 1177089712 ; Destino: 1520186776 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (3) ; Origem: 1177089712 ; Destino: 1177090210 ; Oneway: False ; Highway: secondary
Rua: Estada de Santa Rita (4) ; Origem: 1177089712 ; Destino: 1177090252 ; Oneway: False ; Highway: secondary
Rua: Avenida Dom Sancho Manuel (9) ; Origem: 1177089724 ; Destino: 10537819280 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (10) ; Origem: 1177089724 ; Destino: 6968858026 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1177089755 ; Destino: 1177090026 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089755 ; Destino: 1177090215 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089755 ; Destino: 1177089102 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (11) ; Origem: 1177089896 ; Destino: 1177090019 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (12) ; Origem: 1177089896 ; Destino: 10700205758 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1177089927 ; Destino: 1043570129 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1177089927 ; Destino: 1756480734 ; Oneway: False ; Highway: secondary
Rua: Rua de Juromenha ; Origem: 1177089927 ; Destino: 9668845536 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (11) ; Origem: 1177089968 ; Destino: 10700205762 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (12) ; Origem: 1177089968 ; Destino: 2178776405 ; Oneway: False ; Highway: residential
Rua: Avenida Conde de Cantanhede (4) ; Origem: 1177089970 ; Destino: 1177089024 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177089970 ; Destino: 1177089268 ; Oneway: False ; Highway: residential
Rua: Avenida Conde de Cantanhede (5) ; Origem: 1177089970 ; Destino: 1177089054 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (13) ; Origem: 1177090019 ; Destino: 1177089896 ; Oneway: False ; Highway: residential
Rua: Rua André de Albuquerque (14) ; Origem: 1177090019 ; Destino: 1177089096 ; Oneway: False ; Highway: residential
Rua: Rua Afonso Furtado Mendonza (4) ; Origem: 1177090019 ; Destino: 1177089499 ; Oneway: False ; Highway: residential
Rua: Avenida. António Sardinha (3) ; Origem: 1177090025 ; Destino: 562911354 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1177090025 ; Destino: 9668484145 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1177090026 ; Destino: 1177089102 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177090026 ; Destino: 1177089102 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177090026 ; Destino: 1177089755 ; Oneway: False ; Highway: residential
Rua: Avenida Nuno Álvares Pereira (5) ; Origem: 1177090043 ; Destino: 1177088984 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1177090043 ; Destino: 1175543516 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (13) ; Origem: 1177090069 ; Destino: 1177089357 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (14) ; Origem: 1177090069 ; Destino: 10315426046 ; Oneway: True ; Highway: residential
Rua: Rua Conselheiro António Coelho Ventura ; Origem: 1177090210 ; Destino: 1520186778 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (5) ; Origem: 1177090210 ; Destino: 1520186804 ; Oneway: False ; Highway: secondary
Rua: Estada de Santa Rita (6) ; Origem: 1177090210 ; Destino: 1177089712 ; Oneway: False ; Highway: secondary
Rua: Estada de Santa Rita (7) ; Origem: 1177090215 ; Destino: 1177090300 ; Oneway: False ; Highway: secondary
Rua: Estada de Santa Rita (8) ; Origem: 1177090215 ; Destino: 10752707757 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1177090215 ; Destino: 1177089755 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (9) ; Origem: 1177090252 ; Destino: 1756358828 ; Oneway: False ; Highway: secondary
Rua: Rua Tomás Sequeira ; Origem: 1177090252 ; Destino: 1756358988 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (10) ; Origem: 1177090252 ; Destino: 1177089712 ; Oneway: False ; Highway: secondary
Rua: Avenida de Badajoz (19) ; Origem: 1177090287 ; Destino: 2178776418 ; Oneway: True ; Highway: primary
Rua: Avenida Dom Sancho Manue (3) ; Origem: 1177090287 ; Destino: 2178776405 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (15) ; Origem: 1177090291 ; Destino: 9669285851 ; Oneway: True ; Highway: residential
Rua: Estada de Santa Rita (11) ; Origem: 1177090300 ; Destino: 1177089396 ; Oneway: False ; Highway: secondary
Rua: Rua de Santa Ana (2) ; Origem: 1177090300 ; Destino: 1177089396 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (12) ; Origem: 1177090300 ; Destino: 1177090215 ; Oneway: False ; Highway: secondary
